seqnames	start	end	width	strand	annot	main.gene	deseq2.p	deseq2.padj	edger.p	edger.padj	qnb.p	qnb.padj	metdiff.p	metdiff.padj	peak.l2fc	gene.l2fc	gene.p	gene.padj	diff.l2fc
chr1	853864	853964	101	+	exon	LINC01128	0.967174186603077	1	0.952054909428433	1	0.935170243319875	0.99922750102039	0.807751587986309	1	-0.39723014742217	-0.116037166283663	0.843574504213162	0.999571842242823	-0.281192981138507
chr1	942877	942976	100	+	utr3	SAMD11	0.26919215186995	1	0.129645925865182	1	0.294954116034757	0.99922750102039	0.794738920268857	1	-0.190338795370615	-1.20121528104394	0.406325056058936	NA	1.01087648567333
chr1	944383	944482	100	+	utr3	SAMD11	0.430475981367417	1	0.535106951090008	1	0.804402892440249	0.99922750102039	0.159476215813908	0.75932395722353	-0.172666769973526	-1.20121528104394	0.406325056058936	NA	1.02854851107042
chr1	960587	960687	101	+	utr5	KLHL17	0.307950757045018	1	0.184633972340004	1	0.655796235270006	0.99922750102039	0.329753798893509	0.9399526356368	-1.24255674449211	0.0912362517534738	0.829027089797684	0.999571842242823	-1.33379299624558
chr1	1014343	1014442	100	+	exon	ISG15	0.837705705919627	1	0.858898510826927	1	0.879605191579311	0.99922750102039	0.524044022306309	1	0.446230101931667	0.529216493573031	0.254525795906443	0.999571842242823	-0.0829863916413643
chr1	1020223	1022249	2027	+	utr5	AGRN	0.7722179493276	1	0.847500801769664	1	0.941458743298731	0.99922750102039	0.757612223857764	1	-0.0645915252733137	0.534059791024112	0.178774873810364	0.999571842242823	-0.598651316297426
chr1	1043955	1044239	285	+	exon	AGRN	0.641124934974223	1	0.715553173636602	1	0.845617564977174	0.99922750102039	0.840846485648318	1	-0.13174974148602	0.534059791024112	0.178774873810364	0.999571842242823	-0.665809532510133
chr1	1046477	1046910	434	+	exon	AGRN	0.712131699775449	1	0.767086321075567	1	0.983226332389419	0.99922750102039	0.702363322392242	1	-0.0783304575199145	0.534059791024112	0.178774873810364	0.999571842242823	-0.612390248544027
chr1	1048074	1048323	250	+	exon	AGRN	0.346498930733308	1	0.427984816485621	1	0.809178587273399	0.99922750102039	0.135703745647987	0.724966637368214	-0.141510609201341	0.534059791024112	0.178774873810364	0.999571842242823	-0.675570400225453
chr1	1048885	1049772	888	+	exon	AGRN	0.701645091463398	1	0.772163028373078	1	0.971489690924533	0.99922750102039	0.672318102199049	1	0.100338464756934	0.534059791024112	0.178774873810364	0.999571842242823	-0.433721326267178
chr1	1050274	1050754	481	+	exon	AGRN	0.834813778512343	1	0.917172883303229	1	0.911201036745459	0.99922750102039	0.842124284644068	1	0.199065275746513	0.534059791024112	0.178774873810364	0.999571842242823	-0.334994515277599
chr1	1054551	1055720	1170	+	utr3	AGRN	0.576028727792565	1	0.647472353269893	1	0.683403096008834	0.99922750102039	0.276203501696943	0.882257134166262	-0.129577821241228	0.534059791024112	0.178774873810364	0.999571842242823	-0.66363761226534
