seqnames	start	end	width	strand	annot	main.gene	deseq2.p	deseq2.padj	edger.p	edger.padj	qnb.p	qnb.padj	peak.l2fc	gene.l2fc	gene.p	gene.padj	diff.l2fc
chr1	88270	88425	156	+	intergenic	NA	0.911477331294446	0.984866393595878	0.772874478338067	1	0.72062581917545	0.863723614225565	0.123669800566498	NA	NA	NA	NA
chr1	1038745	1038933	189	+	intron	AGRN	0.885734899472578	0.979463735051561	0.722428178309706	1	0.782763047066202	0.900158384364357	0.198300103700226	-0.119265691152192	0.369139467146944	0.585678616442837	0.317565794852418
chr1	1046305	1046450	146	+	exon	AGRN	0.169778295862135	0.633118363951779	0.262311748343452	1	0.047072905285993	0.160925482032589	-0.17582246352162	-0.119265691152192	0.369139467146944	0.585678616442837	-0.0565567723694279
chr1	1048004	1048185	182	+	exon	AGRN	0.316512408200116	0.783575050539545	0.444679090222307	1	0.318282198461635	0.560386159445542	-0.13332088578347	-0.119265691152192	0.369139467146944	0.585678616442837	-0.0140551946312779
chr1	1063214	1063350	137	-	exon	RP11-54O7.18	0.17723461316861	0.642904812773855	0.132513381438167	1	0.0316400162904083	0.124664119195747	0.250071141647225	-0.0124473729471386	0.915276396518965	0.961071218642288	0.262518514594364
chr1	1161104	1161268	165	+	intergenic	NA	0.972708582652495	0.997581948401498	0.857951239425238	1	0.866109833933889	0.941292687930082	-0.215925769150322	NA	NA	NA	NA
chr1	1314940	1315114	175	-	utr3	CPSF3L	0.42384860322465	0.844054284510892	0.260788840968865	1	0.230847733808357	0.458965849142628	0.298618252282425	0.0217179742120038	0.708665686919015	0.853046588424218	0.276900278070421
chr1	1789179	1789318	140	-	exon	GNB1	0.648897356408362	0.919532938752713	0.422088111433156	1	0.34119696836717	0.584554340273884	-0.0782715836674411	-0.291225453431468	1.17355048029891e-09	1.41164331610235e-08	0.212953869764027
chr1	2180253	2180618	366	+	intron	PRKCZ	0.263742619037601	0.740451286680931	0.347077253620007	1	0.0810467201752342	0.236118786253096	-0.475451123871867	-0.014167199850607	0.913174516830575	0.960667924678698	-0.46128392402126
chr1	2189719	2189850	132	-	utr3	FAAP20	0.465723021474582	0.863953571898925	0.604658110918819	1	0.431843662723623	0.660532801852768	-0.310786645538767	-0.131636785293205	0.161309066123248	0.330507670179821	-0.179149860245563
