seqnames	start	end	width	strand	annot	main.gene	deseq2.p	deseq2.padj	edger.p	edger.padj	qnb.p	qnb.padj	peak.l2fc	gene.l2fc	gene.p	gene.padj	diff.l2fc
chr1	135144	135275	132	-	exon	RP11-34P13.15	0.347983077034855	1	0.385320940962524	1	0.353564807345138	0.999541554038579	2.30069426087874	1.52970078579732	0.00142666672313048	0.0230743329598265	0.770993475081422
chr1	633987	634105	119	+	exon	MTATP6P1	0.289446397239702	1	0.261215777716564	1	0.490080561898274	0.999541554038579	-0.0752892670061571	0.477877019672364	0.240445035819798	0.745788994558664	-0.553166286678521
chr1	919606	919911	306	-	exon	RP11-54O7.3	0.425027538976891	1	0.452037895424583	1	0.0377955927759682	0.999541554038579	-2.31292127055783	-3.70046182420438	1.44290268975029e-16	3.33709037313296e-14	1.38754055364656
chr1	920063	920933	871	-	exon	RP11-54O7.3	0.446304424130686	1	0.378127070935644	1	0.0993668043495572	0.999541554038579	-3.85953121566843	-3.70046182420438	1.44290268975029e-16	3.33709037313296e-14	-0.159069391464052
chr1	924035	924294	260	+	utr5	SAMD11	0.541060712857711	1	0.525900688723889	1	0.0512314926268193	0.999541554038579	-4.43661446427762	-1.63732056389209	6.2429380317557e-06	0.000220353934830168	-2.79929390038554
chr1	924608	924732	125	+	exon	SAMD11	0.530854147704166	1	0.55251686926303	1	0.204221330636939	0.999541554038579	-2.27643658359472	-1.63732056389209	6.2429380317557e-06	0.000220353934830168	-0.639116019702632
chr1	925446	925545	100	+	intron	SAMD11	0.917473112885856	1	0.88952851722023	1	0.881155001718409	0.999541554038579	-2.44058390938878	-1.63732056389209	6.2429380317557e-06	0.000220353934830168	-0.803263345496692
chr1	942688	943077	390	+	utr3	SAMD11	0.602310038952243	1	0.5921925341906	1	0.198085881454375	0.999541554038579	-3.41100144150646	-1.63732056389209	6.2429380317557e-06	0.000220353934830168	-1.77368087761438
chr1	944280	944515	236	+	utr3	SAMD11	1.47273307990082e-06	0.00331332998150878	1.10095300736981e-06	0.012798578710674	5.71743133978775e-05	0.0103842846708895	-3.62077725887114	-1.63732056389209	6.2429380317557e-06	0.000220353934830168	-1.98345669497905
chr1	960601	960795	195	+	utr5	KLHL17	0.720826300545408	1	0.649389752723484	1	0.455545577646062	0.999541554038579	0.588236185918827	0.512428589270128	0.221067462716497	0.723796988621737	0.0758075966486991
chr1	999225	999340	116	-	exon	HES4	0.715809141565978	1	0.671262835499832	1	0.823903042183218	0.999541554038579	-0.197300250388114	-0.0719459233304132	0.875067992957649	0.992149433831688	-0.125354327057701
chr1	999911	1000101	191	-	utr5	HES4	0.759645243433583	1	0.710408470629198	1	0.894867966473209	0.999541554038579	-0.116298445973486	-0.0719459233304132	0.875067992957649	0.992149433831688	-0.0443525226430732
chr1	1000391	1000632	242	+	utr5*	ISG15	0.27201396029771	1	0.248070678133931	1	0.262797492351179	0.999541554038579	-0.451761615596662	2.37985836529823	4.03797547911831e-10	3.64528611653937e-08	-2.83161998089489
chr1	1020130	1020404	275	+	utr5	AGRN	0.839909110387952	1	0.959638381629966	1	0.986624055070161	0.999541554038579	-0.273468947469202	-0.485547303412012	0.190661458403362	0.679728109863994	0.212078355942811
chr1	1048063	1048324	262	+	exon	AGRN	0.609211096048151	1	0.725048585436654	1	0.885400458566538	0.999541554038579	-0.135015470376674	-0.485547303412012	0.190661458403362	0.679728109863994	0.350531833035338
chr1	1054997	1055750	754	+	utr3	AGRN	0.746158705283521	1	0.833838629728627	1	0.88132700448055	0.999541554038579	-0.210376068600991	-0.485547303412012	0.190661458403362	0.679728109863994	0.275171234811021
chr1	1065825	1065927	103	+	exon	RP11-465B22.3	0.401091565784429	1	0.398466575396761	1	0.0847430700124942	0.999541554038579	0.636897393169023	0.138690206135842	0.764785180894853	0.981816627873261	0.49820718703318
chr1	1082321	1082931	611	-	utr3	C1orf159	0.816631660725433	1	0.894964370932928	1	0.951456429576523	0.999541554038579	0.0854965011899784	-0.0975424338762486	0.822943465280384	0.988861458043742	0.183038935066227
chr1	1083791	1083928	138	-	utr3	C1orf159	0.734831655598798	1	0.726507733922312	1	0.473949341547637	0.999541554038579	-0.618438845565109	-0.0975424338762486	0.822943465280384	0.988861458043742	-0.52089641168886
chr1	1125647	1125747	101	+	intergenic	NA	0.277119869582822	1	0.215573875873836	1	0.148441168386241	0.999541554038579	-1.34324253239874	NA	NA	NA	NA
chr1	1217129	1217275	147	-	utr3	SDF4	0.649174768093516	1	0.568880479064841	1	0.699344515274831	0.999541554038579	-0.0307054713687662	0.104392725041897	0.787179590149902	0.984240372950595	-0.135098196410663
chr1	1217334	1217709	376	-	utr3	SDF4	0.740738396841182	1	0.665554374719207	1	0.686570091025736	0.999541554038579	-0.0669060494757166	0.104392725041897	0.787179590149902	0.984240372950595	-0.171298774517613
chr1	1228802	1228985	184	-	utr5	SDF4	0.677470268648826	1	0.788809032286837	1	0.791760209682379	0.999541554038579	0.407263107768264	0.104392725041897	0.787179590149902	0.984240372950595	0.302870382726367
chr1	1231848	1231967	120	-	utr5	SDF4	0.233527951175908	1	0.295040535603524	1	0.397362494636483	0.999541554038579	0.796712419904454	0.104392725041897	0.787179590149902	0.984240372950595	0.692319694862557
chr1	1232266	1233557	1292	+	utr3	B3GALT6	0.610681829864134	1	0.577146287498118	1	0.663348556446075	0.999541554038579	-0.208709396601287	-0.163118257202754	0.655753380499122	0.962771874375234	-0.0455911393985326
chr1	1233950	1234151	202	+	utr3	B3GALT6	0.804831923023271	1	0.873978591327042	1	0.926239607723681	0.999541554038579	-0.35741844086039	-0.163118257202754	0.655753380499122	0.962771874375234	-0.194300183657635
chr1	1234545	1234929	385	+	utr3	B3GALT6	0.946227982153035	1	0.862322861715503	1	0.868268399240909	0.999541554038579	-0.498452495858737	-0.163118257202754	0.655753380499122	0.962771874375234	-0.335334238655983
chr1	1255034	1255421	388	-	utr3	UBE2J2	0.782675411304347	1	0.85439162656215	1	0.896799174757908	0.999541554038579	0.0176332909495225	-0.168015819675919	0.642623679852835	0.962246047966291	0.185649110625441
chr1	1273660	1273812	153	-	utr5	UBE2J2	0.751371975649219	1	0.682615093913751	1	0.795860197508011	0.999541554038579	-0.111875807343994	-0.168015819675919	0.642623679852835	0.962246047966291	0.0561400123319245
chr1	1307763	1307921	159	-	utr5	ACAP3	0.731032366711827	1	0.769031492583715	1	0.818126718117816	0.999541554038579	0.541231893292816	-0.0590361191564898	0.890075990219656	0.993800497585292	0.600268012449306
chr1	1313140	1313484	345	-	exon	CPSF3L	0.955098172183722	1	0.988762041182289	1	0.988373695686867	0.999541554038579	-0.0123450079249747	-0.00388286844976413	0.991888145106518	0.998689465576792	-0.00846213947521055
chr1	1315130	1315295	166	-	exon	CPSF3L	0.595390111476553	1	0.538104745365648	1	0.455357609880529	0.999541554038579	-0.0112434301582845	-0.00388286844976413	0.991888145106518	0.998689465576792	-0.00736056170852037
chr1	1318975	1319125	151	-	exon	CPSF3L	0.726952999486017	1	0.666970335428475	1	0.592057157204584	0.999541554038579	-0.158936003264511	-0.00388286844976413	0.991888145106518	0.998689465576792	-0.155053134814747
chr1	1327704	1327883	180	+	utr3	CPTP	0.887020111227627	1	0.947652149304102	1	0.990135212764745	0.999541554038579	0.0490400470397382	-0.138212456648255	0.736602437382569	0.976997487466811	0.187252503687993
chr1	1328322	1328759	438	+	utr3	CPTP	0.839252640123765	1	0.920544724995687	1	0.943098031726242	0.999541554038579	-0.0152573063471403	-0.138212456648255	0.736602437382569	0.976997487466811	0.122955150301114
chr1	1349240	1349373	134	-	utr5	DVL1	0.560662841822046	1	0.509662358986647	1	0.39484436927091	0.999541554038579	-0.011097697341721	0.178971700605889	0.651222275429725	0.962246047966291	-0.19006939794761
chr1	1352445	1352648	204	-	utr3*	MXRA8	0.41897541311398	1	0.441967859657822	1	0.348695693139366	0.999541554038579	0.0713202327135736	0.380496590582989	0.313034187069509	0.822608180802507	-0.309176357869415
chr1	1353195	1353407	213	-	utr3	MXRA8	0.249668132721843	1	0.28796138138085	1	0.388431641916095	0.999541554038579	1.05708675226473	0.380496590582989	0.313034187069509	0.822608180802507	0.676590161681745
chr1	1361536	1361663	128	-	utr5	MXRA8	0.869753492599246	1	0.890779903691017	1	0.816758291910169	0.999541554038579	0.648381055592473	0.380496590582989	0.313034187069509	0.822608180802507	0.267884465009485
chr1	1374226	1374476	251	-	exon	AURKAIP1	0.499377008277219	1	0.454395230566021	1	0.548970139463038	0.999541554038579	-0.249436618975444	-0.000384345564049844	0.999189366001523	0.999765742232426	-0.249052273411394
