seqnames	start	end	width	strand	annot	main.gene	deseq2.p	deseq2.padj	edger.p	edger.padj	qnb.p	qnb.padj	metdiff.p	metdiff.padj	peak.l2fc	gene.l2fc	gene.p	gene.padj	diff.l2fc
chr1	5603147	5603247	101	+	utr3	Oprk1	0.864571333926134	NA	0.404718647397949	1	0.644197185247967	0.91355992659323	0.471718698366096	0.717009724032346	-2.03813494221118	-0.477772765036307	0.445220237627607	0.712107625556065	-1.56036217717487
chr1	6240114	6240364	251	+	exon	Rb1cc1	0.845287224523055	NA	0.694045340313396	1	0.907251736886734	0.987249694905713	0.140678850739775	0.553614458859964	-0.492927620835704	-0.246711080401367	0.0216554762748585	0.109504070700488	-0.246216540434337
chr1	6248505	6248605	101	+	exon	Rb1cc1	0.458168763614058	NA	0.285483238485146	1	0.337317490683462	0.742434397336662	0.16321870370037	0.560820313822002	-0.574421601853598	-0.246711080401367	0.0216554762748585	0.109504070700488	-0.327710521452231
chr1	6248805	6249054	250	+	exon	Rb1cc1	0.656750064893081	0.909819591285754	0.826068210313601	1	0.979161882945834	0.987249694905713	0.86010280354422	0.931076027049216	0.0233631439650268	-0.246711080401367	0.0216554762748585	0.109504070700488	0.270074224366394
chr1	6249204	6249354	151	+	exon	Rb1cc1	0.0524930694505638	NA	0.0203727001532346	1	0.0333466368271657	0.264637792318998	0.310511310732266	0.63406426146772	0.89296940628661	-0.246711080401367	0.0216554762748585	0.109504070700488	1.13968048668798
chr1	6249554	6251067	1514	+	exon	Rb1cc1	0.289057370940893	0.716791345609257	0.0954830204489658	1	0.0832303351622104	0.419771191115011	0.414835231748176	0.686103045641828	-0.306189797480941	-0.246711080401367	0.0216554762748585	0.109504070700488	-0.0594787170795734
chr1	7120344	7120542	199	+	exon	Pcmtd1	0.84335918345584	NA	0.975660478727354	1	0.884709335809167	0.987249694905713	0.572864849319111	0.772144969158472	0.0101763509124446	-0.0988771469411237	0.297928899470642	0.579714310260046	0.109053497853568
chr1	7169606	7170004	399	+	utr3	Pcmtd1	0.063100667484332	0.388405428383254	0.0474871815702132	1	0.000157225029530869	0.00906904775804477	0.180934567953684	0.569871337942135	-1.10264262276327	-0.0988771469411237	0.297928899470642	0.579714310260046	-1.00376547582215
chr1	9546407	9546906	500	+	utr3	Rrs1	0.520871524505464	0.862382319245393	0.823196111796667	1	0.864483593348444	0.985540305683259	0.653458552048721	0.816469220520225	0.300851719782444	0.137941166706643	0.214126929692747	0.48140668407301	0.162910553075801
chr1	9747648	9747796	149	+	exon	1700034P13Rik	0.127996567477265	NA	0.0402736908055873	1	0.0743511607995972	0.397408602726102	0.0312183265620617	0.515543300361009	-1.10768477625848	-1.31396556670728	0.400120399968739	NA	0.206280790448801
chr1	10066508	10066607	100	+	exon	Cspp1	0.861754714665364	NA	0.685051076444518	1	0.734450255138163	0.948349058752403	0.515806447604157	0.741185364525886	-0.201826219250486	-0.014061115569295	0.8863743703896	0.954999399671424	-0.187765103681191
chr1	10066757	10066857	101	+	exon	Cspp1	0.211933015288634	NA	0.183499705868895	1	0.218887311601057	0.638790633613911	0.846153500066219	0.923685782940628	0.0177042378083708	-0.014061115569295	0.8863743703896	0.954999399671424	0.0317653533776658
chr1	10112503	10112986	484	+	exon	Cspp1	0.795860327478328	NA	0.64160384584221	1	0.924813398624141	0.987249694905713	0.0833359691925896	0.529909902207741	0.257749499834907	-0.014061115569295	0.8863743703896	0.954999399671424	0.271810615404202
chr1	12858943	12859093	151	+	utr3	Sulf1	0.916207597928825	NA	0.961675343268173	1	0.890897521245672	0.987249694905713	0.794446154961357	0.89471855512935	1.38538464519774	1.3571126391517	1.5908305730158e-20	4.72338347092386e-18	0.0282720060460431
chr1	12859193	12859443	251	+	utr3	Sulf1	0.986467193738717	NA	0.848913855467747	1	0.805954225955009	0.970589412560869	0.498315440286699	0.732560151243903	1.15877060925388	1.3571126391517	1.5908305730158e-20	4.72338347092386e-18	-0.198342029897822
chr1	12859743	12859893	151	+	utr3	Sulf1	0.439435169851498	NA	0.209109749340123	1	0.232792026533815	0.654314341641567	0.293334665760803	0.625985144325909	0.512486900845098	1.3571126391517	1.5908305730158e-20	4.72338347092386e-18	-0.844625738306603
chr1	15842962	15843259	298	+	utr3	Terf1	0.680732290335703	0.918397836294029	0.342216886522761	1	0.448611317188375	0.816997858906782	0.447885730070456	0.703882778611809	-0.224783539184175	-0.0561503040319714	0.510431202227388	0.760330391539063	-0.168633235152204
chr1	23848315	23848414	100	+	utr3	B3gat2	0.0164852101426616	0.190743948654498	0.000944310707976992	1	0.0028146010256534	0.062624872820788	0.00974898185571094	0.515543300361009	-0.781190443970816	0.439655357540693	0.443633194852089	0.711330514149369	-1.22084580151151
chr1	33739570	33739919	350	+	utr3	Rab23	0.234212785108724	0.668250407583151	0.307324978853831	1	0.209364263489451	0.6279980769359	0.210843421847147	0.583791622854637	0.1573502247154	-0.0179383386868843	0.874835099347159	0.951322186278089	0.175288563402284
chr1	34182120	34182270	151	+	exon	Dst	0.0122820837608231	NA	0.000642534194334535	1	0.0021990702270884	0.054458226867251	0.0354405627260986	0.515543300361009	-2.65378688626673	0.148419092756979	0.0450106403331852	0.181450804507274	-2.8022059790237
chr1	34190431	34190581	151	+	exon	Dst	0.112809004517582	NA	0.0259366425216189	1	0.111687258532081	0.480247968675073	0.0688056047159636	0.518362439854646	-2.55265813754459	0.148419092756979	0.0450106403331852	0.181450804507274	-2.70107723030157
chr1	34191880	34192179	300	+	exon	Dst	0.511521097854924	NA	0.511469117260397	1	0.635309051249992	0.910399106183936	0.927294672505385	0.967868831466037	0.561133404955177	0.148419092756979	0.0450106403331852	0.181450804507274	0.412714312198199
chr1	34227874	34228174	301	+	exon	Dst	0.651920770626773	0.909591828840191	0.811143687033053	1	0.74899766576939	0.953579535064156	0.657781788664552	0.819169940193236	0.304109767827079	0.148419092756979	0.0450106403331852	0.181450804507274	0.1556906750701
