seqnames	start	end	width	strand	annot	main.gene	deseq2.p	deseq2.padj	edger.p	edger.padj	qnb.p	qnb.padj	metdiff.p	metdiff.padj	peak.l2fc	gene.l2fc	gene.p	gene.padj	diff.l2fc
chr1	5598794	5598844	51	+	exon	Oprk1	0.620824580922148	NA	0.963196991388142	1	0.863484487774315	0.927630305494278	0.556550594678888	0.604664082423762	-1.02234258676654	-0.332388811831165	0.0472504650292751	0.649876877881131	-0.689953774935379
chr1	5602700	5603346	647	+	utr3	Oprk1	0.0378068413927596	NA	0.659284602295078	1	0.991589299360027	0.994642703452751	0.196812009179072	0.313127973924596	-1.10505824817103	-0.332388811831165	0.0472504650292751	0.649876877881131	-0.772669436339867
chr1	6240114	6240314	201	+	exon	Rb1cc1	0.110801440236118	0.414550216055821	0.92803938746891	1	0.774864375907028	0.883603546276616	0.205917404107254	0.318744197426961	-0.45872540174239	-0.0148415834326413	0.875666198586405	0.996694354323561	-0.443883818309748
chr1	6248405	6248605	201	+	exon	Rb1cc1	0.404089670340558	0.732930503966867	0.838547727969151	1	0.690956274677252	0.853464789786244	0.265757985224087	0.361514504888951	-0.195124993528015	-0.0148415834326413	0.875666198586405	0.996694354323561	-0.180283410095373
chr1	6248805	6248955	151	+	exon	Rb1cc1	0.8367349430371	NA	0.552323958604686	1	0.394791873420825	0.848550867972635	0.120430413102028	0.279182213298139	-0.191701041102597	-0.0148415834326413	0.875666198586405	0.996694354323561	-0.176859457669956
chr1	6249504	6250004	501	+	exon	Rb1cc1	0.449769453102417	0.765289895372906	0.760854870708685	1	0.56015093421408	0.848550867972635	0.0768848354523812	0.278720983667411	-0.229066249275364	-0.0148415834326413	0.875666198586405	0.996694354323561	-0.214224665842723
chr1	6802597	6802696	100	+	exon	St18	0.82537197942539	NA	0.355517099569339	1	0.242657900720597	0.848550867972635	0.0369248533007152	0.278720983667411	-0.43811321847357	-0.0275266478826064	0.824090686933774	0.99563449406112	-0.410586570590964
chr1	7169755	7169855	101	+	utr3	Pcmtd1	0.76335524067647	0.927827224944701	0.690466397891619	1	0.53266809718961	0.848550867972635	0.0767535957508586	0.278720983667411	-0.102828583036698	0.0377684203765394	0.678863282909921	0.991899252965867	-0.140597003413237
chr1	9546407	9546806	400	+	utr3	Rrs1	0.879454526713571	0.970007300564521	0.576859240366505	1	0.515170053942762	0.848550867972635	0.186420600193365	0.307667523146007	0.13962630675037	0.175823033453751	0.0867654754272497	0.790820620127295	-0.0361967267033806
chr1	9747697	9747796	100	+	exon	1700034P13Rik	0.0481632514536033	0.274233576965569	0.971119573086521	1	0.789799269598368	0.891640515337701	0.0592729692492645	0.278720983667411	-0.212823783612101	0.613664969472033	0.619877352876402	NA	-0.826488753084134
